+----------------------------------------------------+----------+-------------------------------------------------+--------------------------------------------------------------------------------+----------------------------------------------------------------+
| Registry name                                      | Meta/dmg | Display name                                    | Ore Dict Keys                                                                  | NBT                                                            |
| thermalfoundation:material                         |       25 | Gold Gear                                       | gearGold                                                                       |                                                                |
| thermalfoundation:material                         |       26 | Diamond Gear                                    | gearDiamond                                                                    |                                                                |
| thermalfoundation:material                         |       27 | Emerald Gear                                    | gearEmerald                                                                    |                                                                |
| thermalfoundation:material                         |       32 | Iron Plate                                      | plateIron                                                                      |                                                                |
| thermalfoundation:material                         |       33 | Gold Plate                                      | plateGold                                                                      |                                                                |
| thermalfoundation:material                         |       64 | Pulverized Copper                               | dustCopper                                                                     |                                                                |
| thermalfoundation:material                         |       65 | Pulverized Tin                                  | dustTin                                                                        |                                                                |
| thermalfoundation:material                         |       66 | Pulverized Silver                               | dustSilver                                                                     |                                                                |
| thermalfoundation:material                         |       67 | Pulverized Lead                                 | dustLead                                                                       |                                                                |
| thermalfoundation:material                         |       68 | Pulverized Aluminum                             | dustAluminum                                                                   |                                                                |
| thermalfoundation:material                         |       69 | Pulverized Nickel                               | dustNickel                                                                     |                                                                |
| thermalfoundation:material                         |       70 | Pulverized Platinum                             | dustPlatinum                                                                   |                                                                |
| thermalfoundation:material                         |       71 | Pulverized Iridium                              | dustIridium                                                                    |                                                                |
| thermalfoundation:material                         |       72 | Pulverized Mana Infused Metal                   | dustMithril                                                                    |                                                                |
| thermalfoundation:material                         |       96 | Steel Blend                                     | dustSteel                                                                      |                                                                |
| thermalfoundation:material                         |       97 | Electrum Blend                                  | dustElectrum                                                                   |                                                                |
| thermalfoundation:material                         |       98 | Invar Blend                                     | dustInvar                                                                      |                                                                |
| thermalfoundation:material                         |       99 | Bronze Blend                                    | dustBronze                                                                     |                                                                |
| thermalfoundation:material                         |      100 | Constantan Blend                                | dustConstantan                                                                 |                                                                |
| thermalfoundation:material                         |      101 | Signalum Blend                                  | dustSignalum                                                                   |                                                                |
| thermalfoundation:material                         |      102 | Lumium Blend                                    | dustLumium                                                                     |                                                                |
| thermalfoundation:material                         |      103 | Enderium Blend                                  | dustEnderium                                                                   |                                                                |
| thermalfoundation:material                         |      128 | Copper Ingot                                    | ingotCopper                                                                    |                                                                |
| thermalfoundation:material                         |      129 | Tin Ingot                                       | ingotTin                                                                       |                                                                |
| thermalfoundation:material                         |      130 | Silver Ingot                                    | ingotSilver                                                                    |                                                                |
| thermalfoundation:material                         |      131 | Lead Ingot                                      | ingotLead                                                                      |                                                                |
| thermalfoundation:material                         |      132 | Aluminum Ingot                                  | ingotAluminum                                                                  |                                                                |
| thermalfoundation:material                         |      133 | Nickel Ingot                                    | ingotNickel                                                                    |                                                                |
| thermalfoundation:material                         |      134 | Platinum Ingot                                  | ingotPlatinum                                                                  |                                                                |
| thermalfoundation:material                         |      135 | Iridium Ingot                                   | ingotIridium                                                                   |                                                                |
| thermalfoundation:material                         |      136 | Mana Infused Ingot                              | ingotMithril                                                                   |                                                                |
| thermalfoundation:material                         |      160 | Steel Ingot                                     | ingotSteel                                                                     |                                                                |
| thermalfoundation:material                         |      161 | Electrum Ingot                                  | ingotElectrum                                                                  |                                                                |
| thermalfoundation:material                         |      162 | Invar Ingot                                     | ingotInvar                                                                     |                                                                |
| thermalfoundation:material                         |      163 | Bronze Ingot                                    | ingotBronze                                                                    |                                                                |
| thermalfoundation:material                         |      164 | Constantan Ingot                                | ingotConstantan                                                                |                                                                |
| thermalfoundation:material                         |      165 | Signalum Ingot                                  | ingotSignalum                                                                  |                                                                |
| thermalfoundation:material                         |      166 | Lumium Ingot                                    | ingotLumium                                                                    |                                                                |
| thermalfoundation:material                         |      167 | Enderium Ingot                                  | ingotEnderium                                                                  |                                                                |
| thermalfoundation:material                         |      192 | Copper Nugget                                   | nuggetCopper                                                                   |                                                                |
| thermalfoundation:material                         |      193 | Tin Nugget                                      | nuggetTin                                                                      |                                                                |
| thermalfoundation:material                         |      194 | Silver Nugget                                   | nuggetSilver                                                                   |                                                                |
| thermalfoundation:material                         |      195 | Lead Nugget                                     | nuggetLead                                                                     |                                                                |
| thermalfoundation:material                         |      196 | Aluminum Nugget                                 | nuggetAluminum                                                                 |                                                                |
| thermalfoundation:material                         |      197 | Nickel Nugget                                   | nuggetNickel                                                                   |                                                                |
| thermalfoundation:material                         |      198 | Platinum Nugget                                 | nuggetPlatinum                                                                 |                                                                |
| thermalfoundation:material                         |      199 | Iridium Nugget                                  | nuggetIridium                                                                  |                                                                |
| thermalfoundation:material                         |      200 | Mana Infused Nugget                             | nuggetMithril                                                                  |                                                                |
| thermalfoundation:material                         |      224 | Steel Nugget                                    | nuggetSteel                                                                    |                                                                |
| thermalfoundation:material                         |      225 | Electrum Nugget                                 | nuggetElectrum                                                                 |                                                                |
| thermalfoundation:material                         |      226 | Invar Nugget                                    | nuggetInvar                                                                    |                                                                |
| thermalfoundation:material                         |      227 | Bronze Nugget                                   | nuggetBronze                                                                   |                                                                |
| thermalfoundation:material                         |      228 | Constantan Nugget                               | nuggetConstantan                                                               |                                                                |
| thermalfoundation:material                         |      229 | Signalum Nugget                                 | nuggetSignalum                                                                 |                                                                |
| thermalfoundation:material                         |      230 | Lumium Nugget                                   | nuggetLumium                                                                   |                                                                |
| thermalfoundation:material                         |      231 | Enderium Nugget                                 | nuggetEnderium                                                                 |                                                                |
| thermalfoundation:material                         |      256 | Copper Gear                                     | gearCopper                                                                     |                                                                |
| thermalfoundation:material                         |      257 | Tin Gear                                        | gearTin                                                                        |                                                                |
| thermalfoundation:material                         |      258 | Silver Gear                                     | gearSilver                                                                     |                                                                |
| thermalfoundation:material                         |      259 | Lead Gear                                       | gearLead                                                                       |                                                                |
| thermalfoundation:material                         |      260 | Aluminum Gear                                   | gearAluminum                                                                   |                                                                |
| thermalfoundation:material                         |      261 | Nickel Gear                                     | gearNickel                                                                     |                                                                |
| thermalfoundation:material                         |      262 | Platinum Gear                                   | gearPlatinum                                                                   |                                                                |
| thermalfoundation:material                         |      263 | Iridium Gear                                    | gearIridium                                                                    |                                                                |
| thermalfoundation:material                         |      264 | Mana Infused Gear                               | gearMithril                                                                    |                                                                |
| thermalfoundation:material                         |      288 | Steel Gear                                      | gearSteel                                                                      |                                                                |
| thermalfoundation:material                         |      289 | Electrum Gear                                   | gearElectrum                                                                   |                                                                |
| thermalfoundation:material                         |      290 | Invar Gear                                      | gearInvar                                                                      |                                                                |
| thermalfoundation:material                         |      291 | Bronze Gear                                     | gearBronze                                                                     |                                                                |
| thermalfoundation:material                         |      292 | Constantan Gear                                 | gearConstantan                                                                 |                                                                |
| thermalfoundation:material                         |      293 | Signalum Gear                                   | gearSignalum                                                                   |                                                                |
| thermalfoundation:material                         |      294 | Lumium Gear                                     | gearLumium                                                                     |                                                                |
| thermalfoundation:material                         |      295 | Enderium Gear                                   | gearEnderium                                                                   |                                                                |
| thermalfoundation:material                         |      320 | Copper Plate                                    | plateCopper                                                                    |                                                                |
| thermalfoundation:material                         |      321 | Tin Plate                                       | plateTin                                                                       |                                                                |
| thermalfoundation:material                         |      322 | Silver Plate                                    | plateSilver                                                                    |                                                                |
| thermalfoundation:material                         |      323 | Lead Plate                                      | plateLead                                                                      |                                                                |
| thermalfoundation:material                         |      324 | Aluminum Plate                                  | plateAluminum                                                                  |                                                                |
| thermalfoundation:material                         |      325 | Nickel Plate                                    | plateNickel                                                                    |                                                                |
| thermalfoundation:material                         |      326 | Platinum Plate                                  | platePlatinum                                                                  |                                                                |
| thermalfoundation:material                         |      327 | Iridium Plate                                   | plateIridium                                                                   |                                                                |
| thermalfoundation:material                         |      328 | Mana Infused Plate                              | plateMithril                                                                   |                                                                |
| thermalfoundation:material                         |      352 | Steel Plate                                     | plateSteel                                                                     |                                                                |
| thermalfoundation:material                         |      353 | Electrum Plate                                  | plateElectrum                                                                  |                                                                |
| thermalfoundation:material                         |      354 | Invar Plate                                     | plateInvar                                                                     |                                                                |
| thermalfoundation:material                         |      355 | Bronze Plate                                    | plateBronze                                                                    |                                                                |
| thermalfoundation:material                         |      356 | Constantan Plate                                | plateConstantan                                                                |                                                                |
| thermalfoundation:material                         |      357 | Signalum Plate                                  | plateSignalum                                                                  |                                                                |
| thermalfoundation:material                         |      358 | Lumium Plate                                    | plateLumium                                                                    |                                                                |
| thermalfoundation:material                         |      359 | Enderium Plate                                  | plateEnderium                                                                  |                                                                |
| thermalfoundation:material                         |      768 | Pulverized Coal                                 | dustCoal                                                                       |                                                                |
| thermalfoundation:material                         |      769 | Pulverized Charcoal                             | dustCharcoal                                                                   |                                                                |
| thermalfoundation:material                         |      770 | Pulverized Obsidian                             | dustObsidian                                                                   |                                                                |
| thermalfoundation:material                         |      771 | Sulfur                                          | dustSulfur                                                                     |                                                                |
| thermalfoundation:material                         |      772 | Niter                                           | dustSaltpeter                                                                  |                                                                |
| thermalfoundation:material                         |      800 | Sawdust                                         | dustWood,itemSawdust                                                           |                                                                |
| thermalfoundation:material                         |      802 | Coal Coke                                       | fuelCoke                                                                       |                                                                |
| thermalfoundation:material                         |      816 | Pulped Biomass                                  | itemBiomass                                                                    |                                                                |
| thermalfoundation:material                         |      817 | Rich Biomass                                    | itemBiomassRich                                                                |                                                                |
| thermalfoundation:material                         |      818 | Pulped Bioblend                                 | itemBioblend                                                                   |                                                                |
| thermalfoundation:material                         |      819 | Rich Bioblend                                   | itemBioblendRich                                                               |                                                                |
| thermalfoundation:material                         |      864 | Slag                                            | crystalSlag,itemSlag                                                           |                                                                |
| thermalfoundation:material                         |      865 | Rich Slag                                       | crystalSlagRich,itemSlagRich                                                   |                                                                |
| thermalfoundation:material                         |      866 | Cinnabar                                        | crystalCinnabar,itemCinnabar                                                   |                                                                |
| thermalfoundation:material                         |      892 | Bitumen                                         | clathrateOil,crystalCrudeOil                                                   |                                                                |
| thermalfoundation:material                         |      893 | Destabilized Clathrate                          | clathrateRedstone,crystalRedstone                                              |                                                                |
| thermalfoundation:material                         |      894 | Energized Clathrate                             | clathrateGlowstone,crystalGlowstone                                            |                                                                |
| thermalfoundation:material                         |      895 | Resonant Clathrate                              | clathrateEnder,crystalEnder                                                    |                                                                |
| thermalfoundation:material                         |     1024 | Pyrotheum Dust                                  | dustPyrotheum                                                                  |                                                                |
| thermalfoundation:material                         |     1025 | Cryotheum Dust                                  | dustCryotheum                                                                  |                                                                |
| thermalfoundation:material                         |     1026 | Aerotheum Dust                                  | dustAerotheum                                                                  |                                                                |
| thermalfoundation:material                         |     1027 | Petrotheum Dust                                 | dustPetrotheum                                                                 |                                                                |
| thermalfoundation:material                         |     1028 | Mana Dust                                       | dustMana                                                                       |                                                                |
| thermalfoundation:material                         |     2048 | Blizz Rod                                       | rodBlizz                                                                       |                                                                |
| thermalfoundation:material                         |     2049 | Blizz Powder                                    | dustBlizz                                                                      |                                                                |
| thermalfoundation:material                         |     2050 | Blitz Rod                                       | rodBlitz                                                                       |                                                                |
| thermalfoundation:material                         |     2051 | Blitz Powder                                    | dustBlitz                                                                      |                                                                |
| thermalfoundation:material                         |     2052 | Basalz Rod                                      | rodBasalz                                                                      |                                                                |
| thermalfoundation:material                         |     2053 | Basalz Powder                                   | dustBasalz                                                                     |                                                                |
| thermalfoundation:ore                              |        0 | Copper Ore                                      | oreCopper                                                                      |                                                                |
| thermalfoundation:ore                              |        1 | Tin Ore                                         | oreTin                                                                         |                                                                |
| thermalfoundation:ore                              |        2 | Silver Ore                                      | oreSilver                                                                      |                                                                |
| thermalfoundation:ore                              |        3 | Lead Ore                                        | oreLead                                                                        |                                                                |
| thermalfoundation:ore                              |        4 | Aluminum Ore                                    | oreAluminum                                                                    |                                                                |
| thermalfoundation:ore                              |        5 | Nickel Ore                                      | oreNickel                                                                      |                                                                |
| thermalfoundation:ore                              |        6 | Platinum Ore                                    | orePlatinum                                                                    |                                                                |
| thermalfoundation:ore                              |        7 | Iridium Ore                                     | oreIridium                                                                     |                                                                |
| thermalfoundation:ore                              |        8 | Mana Infused Ore                                | oreMithril                                                                     |                                                                |
| thermalfoundation:ore_fluid                        |        0 | Oil Sand                                        | oreClathrateOilSand                                                            |                                                                |
| thermalfoundation:ore_fluid                        |        1 | Oil Shale                                       | oreClathrateOilShale                                                           |                                                                |
| thermalfoundation:ore_fluid                        |        2 | Destabilized Redstone Ore                       | oreClathrateRedstone                                                           |                                                                |
| thermalfoundation:ore_fluid                        |        3 | Energized Netherrack                            | oreClathrateGlowstone                                                          |                                                                |
| thermalfoundation:ore_fluid                        |        4 | Resonant End Stone                              | oreClathrateEnder                                                              |                                                                |
| thermalfoundation:ore_fluid                        |        5 | Oil Sand                                        | oreClathrateOilSand                                                            |                                                                |
| thermalfoundation:rockwool                         |    32767 | (WILDCARD)                                      | blockRockwool                                                                  |                                                                |
| thermalfoundation:storage                          |        0 | Block of Copper                                 | blockCopper                                                                    |                                                                |
| thermalfoundation:storage                          |        1 | Block of Tin                                    | blockTin                                                                       |                                                                |
| thermalfoundation:storage                          |        2 | Block of Silver                                 | blockSilver                                                                    |                                                                |
| thermalfoundation:storage                          |        3 | Block of Lead                                   | blockLead                                                                      |                                                                |
| thermalfoundation:storage                          |        4 | Block of Aluminum                               | blockAluminum                                                                  |                                                                |
| thermalfoundation:storage                          |        5 | Block of Nickel                                 | blockNickel                                                                    |                                                                |
| thermalfoundation:storage                          |        6 | Block of Platinum                               | blockPlatinum                                                                  |                                                                |
| thermalfoundation:storage                          |        7 | Block of Iridium                                | blockIridium                                                                   |                                                                |
| thermalfoundation:storage                          |        8 | Block of Mana Infused Metal                     | blockMithril                                                                   |                                                                |
| thermalfoundation:storage_alloy                    |        0 | Block of Steel                                  | blockSteel                                                                     |                                                                |
| thermalfoundation:storage_alloy                    |        1 | Block of Electrum                               | blockElectrum                                                                  |                                                                |
| thermalfoundation:storage_alloy                    |        2 | Block of Invar                                  | blockInvar                                                                     |                                                                |
| thermalfoundation:storage_alloy                    |        3 | Block of Bronze                                 | blockBronze                                                                    |                                                                |
| thermalfoundation:storage_alloy                    |        4 | Block of Constantan                             | blockConstantan                                                                |                                                                |
| thermalfoundation:storage_alloy                    |        5 | Block of Signalum                               | blockSignalum                                                                  |                                                                |
| thermalfoundation:storage_alloy                    |        6 | Block of Lumium                                 | blockLumium                                                                    |                                                                |
| thermalfoundation:storage_alloy                    |        7 | Block of Enderium                               | blockEnderium                                                                  |                                                                |
| thermalfoundation:storage_resource                 |        0 | Block of Charcoal                               | blockCharcoal                                                                  |                                                                |
| thermalfoundation:storage_resource                 |        1 | Block of Coal Coke                              | blockFuelCoke                                                                  |                                                                |
| thermalfoundation:tool.hoe_aluminum                |    32767 | (WILDCARD)                                      | toolHoe                                                                        |                                                                |
| thermalfoundation:tool.hoe_bronze                  |    32767 | (WILDCARD)                                      | toolHoe                                                                        |                                                                |
| thermalfoundation:tool.hoe_constantan              |    32767 | (WILDCARD)                                      | toolHoe                                                                        |                                                                |
| thermalfoundation:tool.hoe_copper                  |    32767 | (WILDCARD)                                      | toolHoe                                                                        |                                                                |
| thermalfoundation:tool.hoe_electrum                |    32767 | (WILDCARD)                                      | toolHoe                                                                        |                                                                |
| thermalfoundation:tool.hoe_invar                   |    32767 | (WILDCARD)                                      | toolHoe                                                                        |                                                                |
| thermalfoundation:tool.hoe_lead                    |    32767 | (WILDCARD)                                      | toolHoe                                                                        |                                                                |
| thermalfoundation:tool.hoe_nickel                  |    32767 | (WILDCARD)                                      | toolHoe                                                                        |                                                                |
| thermalfoundation:tool.hoe_platinum                |    32767 | (WILDCARD)                                      | toolHoe                                                                        |                                                                |
| thermalfoundation:tool.hoe_silver                  |    32767 | (WILDCARD)                                      | toolHoe                                                                        |                                                                |
| thermalfoundation:tool.hoe_steel                   |    32767 | (WILDCARD)                                      | toolHoe                                                                        |                                                                |
| thermalfoundation:tool.hoe_tin                     |    32767 | (WILDCARD)                                      | toolHoe                                                                        |                                                                |
| twilightforest:arctic_fur                          |        0 | Arctic Fur                                      | furArctic                                                                      |                                                                |
| twilightforest:armor_shard_cluster                 |        0 | Armor Shard Cluster                             | oreKnightmetal                                                                 |                                                                |
| twilightforest:block_storage                       |        1 | Block of Fiery Metal                            | blockFiery                                                                     |                                                                |
| twilightforest:block_storage                       |        2 | Block of Steeleaf                               | blockSteeleaf                                                                  |                                                                |
| twilightforest:canopy_fence                        |        0 | Canopy Fence                                    | fenceWood                                                                      |                                                                |
| twilightforest:canopy_gate                         |        0 | Canopy Gate                                     | fenceGateWood                                                                  |                                                                |
